,officialnamestate,month_year,TemperatureMean
1885,South Australia,2013-02,24.340965155589366
1886,South Australia,2013-03,22.331272564805438
1887,South Australia,2013-04,18.48461159820628
1888,South Australia,2013-05,15.609042690539564
1889,South Australia,2013-06,11.458768249581464
1890,South Australia,2013-07,11.334840978677853
1891,South Australia,2013-08,13.18828377711558
1892,South Australia,2013-09,17.31041160992526
1893,South Australia,2013-10,17.58854539042384
1894,South Australia,2013-11,19.443182836397607
1895,South Australia,2013-12,22.648110992839577
1896,South Australia,2014-01,25.37824230948937
1897,South Australia,2014-02,23.649648830797563
1898,South Australia,2014-03,21.585610713800087
1899,South Australia,2014-04,17.722267297159938
1900,South Australia,2014-05,15.734674974511789
1901,South Australia,2014-06,11.980615852361733
1902,South Australia,2014-07,10.915880924764934
1903,South Australia,2014-08,11.399997518747288
1904,South Australia,2014-09,15.353478672884902
1905,South Australia,2014-10,19.649191983075365
1906,South Australia,2014-11,21.448097497010462
1907,South Australia,2014-12,21.916274269275277
1908,South Australia,2015-01,22.780780433314042
1909,South Australia,2015-02,25.126821567424727
1910,South Australia,2015-03,20.433898062346305
1911,South Australia,2015-04,15.745244060732437
1912,South Australia,2015-05,13.756045607594386
1913,South Australia,2015-06,11.295805819402092
1914,South Australia,2015-07,10.300065310241573
1915,South Australia,2015-08,11.552612464834372
1916,South Australia,2015-09,13.98073700142003
1917,South Australia,2015-10,21.216060287357152
1918,South Australia,2015-11,20.925598463004484
1919,South Australia,2015-12,25.006652868074642
1920,South Australia,2016-01,24.264153839288298
1921,South Australia,2016-02,23.17894811373125
1922,South Australia,2016-03,22.041061791624475
1923,South Australia,2016-04,18.560687814499254
1924,South Australia,2016-05,15.23055681215102
1925,South Australia,2016-06,11.489660136038864
1926,South Australia,2016-07,10.832783862230581
1927,South Australia,2016-08,11.843768920468683
1928,South Australia,2016-09,12.521339888475337
1929,South Australia,2016-10,15.990013340705918
1930,South Australia,2016-11,19.04087715792227
1931,South Australia,2016-12,22.453120542890204
1932,South Australia,2017-01,24.00157773658325
1933,South Australia,2017-02,22.999333229260092
1934,South Australia,2017-03,22.838655491537683
1935,South Australia,2017-04,17.58501548445441
1936,South Australia,2017-05,13.723074616693186
1937,South Australia,2017-06,10.841744080986548
1938,South Australia,2017-07,11.62370928861565
1939,South Australia,2017-08,11.906958541212209
1940,South Australia,2017-09,14.885735746427503
1941,South Australia,2017-10,17.894733402140893
1942,South Australia,2017-11,21.415968405455903
1943,South Australia,2017-12,21.96439866657023
1944,South Australia,2018-01,25.093013260740634
1945,South Australia,2018-02,24.191772990631005
1946,South Australia,2018-03,21.475576882467813
1947,South Australia,2018-04,20.291655668385648
1948,South Australia,2018-05,14.109219986344568
1949,South Australia,2018-06,10.928052612630793
1950,South Australia,2018-07,11.651084041935484
1951,South Australia,2018-08,12.256303673585997
1952,South Australia,2018-09,13.70198449239163
1953,South Australia,2018-10,18.325021445899033
1954,South Australia,2018-11,18.99083635717489
1955,South Australia,2018-12,23.541962383697385
1956,South Australia,2019-01,26.08641847403443
1957,South Australia,2019-02,23.58294685193786
1958,South Australia,2019-03,21.64364036265008
1959,South Australia,2019-04,18.78516713729447
1960,South Australia,2019-05,13.950820957109794
1961,South Australia,2019-06,11.177276901210762
1962,South Australia,2019-07,12.017094023390712
1963,South Australia,2019-08,11.380686776941992
1964,South Australia,2019-09,14.866834713183856
1965,South Australia,2019-10,19.06478860740634
1966,South Australia,2019-11,18.9206775215994
1967,South Australia,2019-12,25.030322781498626
1968,South Australia,2020-01,23.503870787646463
1969,South Australia,2020-02,21.950544497139322
1970,South Australia,2020-03,20.701036455156952
1971,South Australia,2020-04,17.172194398819133
1972,South Australia,2020-05,12.830332682959641
1973,South Australia,2020-06,11.124985852077728
1974,South Australia,2020-07,10.659970962476493
1975,South Australia,2020-08,11.667106984189209
1976,South Australia,2020-09,15.808361866591927
1977,South Australia,2020-10,16.83859521986113
1978,South Australia,2020-11,22.51640033206278
1979,South Australia,2020-12,20.889366408144074
1980,South Australia,2021-01,23.0922788103573
1981,South Australia,2021-02,22.062053460682254
1982,South Australia,2021-03,20.582312371691017
1983,South Australia,2021-04,17.8181513612855
1984,South Australia,2021-05,14.204318597627658
1985,South Australia,2021-06,11.697450047503738
1986,South Australia,2021-07,11.326865182164038
1987,South Australia,2021-08,12.388811575220599
1988,South Australia,2021-09,14.974305114170402
1989,South Australia,2021-10,16.4258230694344
1990,South Australia,2021-11,18.131936557698054
1991,South Australia,2021-12,21.950291480543903
1992,South Australia,2022-01,23.97536533400839
1993,South Australia,2022-02,22.264769080557336
1994,South Australia,2022-03,21.64506552256618
1995,South Australia,2022-04,18.647532610612856
1996,South Australia,2022-05,13.60906719466223
1997,South Australia,2022-06,11.332249478520179
1998,South Australia,2022-07,10.44162781449443
1999,South Australia,2022-08,11.957754144409085
2000,South Australia,2022-09,13.45917308089686
2001,South Australia,2022-10,15.994113785172862
2002,South Australia,2022-11,17.86297167251121
2003,South Australia,2022-12,21.723097848907855
2004,South Australia,2023-01,23.616317191233904
2005,South Australia,2023-02,23.66467030669443
2006,South Australia,2023-03,20.814569828583828
2007,South Australia,2023-04,17.04580612406577
2008,South Australia,2023-05,13.397666574092291
2009,South Australia,2023-06,12.349194866113603
2010,South Australia,2023-07,11.322557770027485
2011,South Australia,2023-08,13.124231855518588
2012,South Australia,2023-09,16.885858125052316
2013,South Australia,2023-10,16.94767472927817
2014,South Australia,2023-11,20.095904233557548
2015,South Australia,2023-12,21.357130955590915
2016,"South Australia,Victoria",2010-01,21.752657032258064
2017,"South Australia,Victoria",2010-02,22.780841964285713
2018,"South Australia,Victoria",2010-03,19.54324852419355
2019,"South Australia,Victoria",2010-04,16.48268709166667
2020,"South Australia,Victoria",2010-05,12.574800882258064
2021,"South Australia,Victoria",2010-06,9.890708185
2022,"South Australia,Victoria",2010-07,9.331353361290322
2023,"South Australia,Victoria",2010-08,9.451010727419355
2024,"South Australia,Victoria",2010-09,10.826923368333333
2025,"South Australia,Victoria",2010-10,14.177220225806453
2026,"South Australia,Victoria",2010-11,16.774353916666666
2027,"South Australia,Victoria",2010-12,18.259276661290322
2028,"South Australia,Victoria",2011-01,21.009713362903224
2029,"South Australia,Victoria",2011-02,19.586980169642857
2030,"South Australia,Victoria",2011-03,17.107058830645162
2031,"South Australia,Victoria",2011-04,14.876090058333334
2032,"South Australia,Victoria",2011-05,11.361225540322582
2033,"South Australia,Victoria",2011-06,10.508972041666668
2034,"South Australia,Victoria",2011-07,9.712401674193547
2035,"South Australia,Victoria",2011-08,11.438477091935484
2036,"South Australia,Victoria",2011-09,12.709180411666667
2037,"South Australia,Victoria",2011-10,14.985587048387098
2038,"South Australia,Victoria",2011-11,18.080951191666667
2039,"South Australia,Victoria",2011-12,19.913913637096776
2040,"South Australia,Victoria",2012-01,22.38367169354839
2041,"South Australia,Victoria",2012-02,21.297403637931033
2042,"South Australia,Victoria",2012-03,18.33726704032258
2043,"South Australia,Victoria",2012-04,16.29824285
2044,"South Australia,Victoria",2012-05,12.21088956451613
2045,"South Australia,Victoria",2012-06,9.808937296666667
2046,"South Australia,Victoria",2012-07,9.57466649516129
2047,"South Australia,Victoria",2012-08,10.111931338709677
2048,"South Australia,Victoria",2012-09,12.612860991666667
2049,"South Australia,Victoria",2012-10,14.65910864516129
2050,"South Australia,Victoria",2012-11,18.876263625
2051,"South Australia,Victoria",2012-12,19.92570802419355
2052,"South Australia,Victoria",2013-01,21.634377322580647
2053,"South Australia,Victoria",2013-02,22.841444839285714
2054,"South Australia,Victoria",2013-03,21.13723362903226
2055,"South Australia,Victoria",2013-04,15.976680308333334
2056,"South Australia,Victoria",2013-05,12.883268588709678
2057,"South Australia,Victoria",2013-06,10.136923456666667
2058,"South Australia,Victoria",2013-07,10.150775338709677
2059,"South Australia,Victoria",2013-08,11.284108722580646
2060,"South Australia,Victoria",2013-09,14.163728875
2061,"South Australia,Victoria",2013-10,14.216198548387096
2062,"South Australia,Victoria",2013-11,16.174214924999998
2063,"South Australia,Victoria",2013-12,19.503698596774193
2064,"South Australia,Victoria",2014-01,23.164787266129032
2065,"South Australia,Victoria",2014-02,21.707218428571426
2066,"South Australia,Victoria",2014-03,19.276716201612903
2067,"South Australia,Victoria",2014-04,15.833902566666666
2068,"South Australia,Victoria",2014-05,13.921003862903225
2069,"South Australia,Victoria",2014-06,11.028242933333333
2070,"South Australia,Victoria",2014-07,9.535923295161291
2071,"South Australia,Victoria",2014-08,10.136830391935483
2072,"South Australia,Victoria",2014-09,13.02793035
2073,"South Australia,Victoria",2014-10,16.507798153225806
2074,"South Australia,Victoria",2014-11,18.30418021666667
2075,"South Australia,Victoria",2014-12,19.228194709677418
2076,"South Australia,Victoria",2015-01,20.728698572580647
2077,"South Australia,Victoria",2015-02,22.705953705357143
2078,"South Australia,Victoria",2015-03,17.570802217741935
2079,"South Australia,Victoria",2015-04,13.721506725000001
2080,"South Australia,Victoria",2015-05,12.318181201612903
2081,"South Australia,Victoria",2015-06,10.085951195
2082,"South Australia,Victoria",2015-07,8.913040170967742
2083,"South Australia,Victoria",2015-08,9.873624862903226
2084,"South Australia,Victoria",2015-09,12.137444366666667
2085,"South Australia,Victoria",2015-10,18.767845217741936
2086,"South Australia,Victoria",2015-11,17.868694158333334
2087,"South Australia,Victoria",2015-12,23.15668933064516
2088,"South Australia,Victoria",2016-01,22.371138096774192
2089,"South Australia,Victoria",2016-02,21.048804215517244
2090,"South Australia,Victoria",2016-03,20.39103058064516
2091,"South Australia,Victoria",2016-04,16.724735983333332
2092,"South Australia,Victoria",2016-05,13.625338579032258
2093,"South Australia,Victoria",2016-06,9.969840133333333
2094,"South Australia,Victoria",2016-07,10.025977096774193
2095,"South Australia,Victoria",2016-08,10.464249816129033
2096,"South Australia,Victoria",2016-09,11.2997359
2097,"South Australia,Victoria",2016-10,13.027825008064516
2098,"South Australia,Victoria",2016-11,15.997721775
2099,"South Australia,Victoria",2016-12,19.82130635483871
2100,"South Australia,Victoria",2017-01,21.03714220967742
2101,"South Australia,Victoria",2017-02,20.020523401785713
2102,"South Australia,Victoria",2017-03,21.029581838709674
2103,"South Australia,Victoria",2017-04,15.646798366666667
2104,"South Australia,Victoria",2017-05,11.413788988709676
2105,"South Australia,Victoria",2017-06,9.01617367
2106,"South Australia,Victoria",2017-07,9.363889754838711
2107,"South Australia,Victoria",2017-08,9.63838575483871
2108,"South Australia,Victoria",2017-09,11.916555513333332
2109,"South Australia,Victoria",2017-10,15.240132967741935
2110,"South Australia,Victoria",2017-11,19.680721983333335
2111,"South Australia,Victoria",2017-12,19.097659645161293
2112,"South Australia,Victoria",2018-01,22.73344606451613
2113,"South Australia,Victoria",2018-02,21.98540469642857
2114,"South Australia,Victoria",2018-03,19.137142322580644
2115,"South Australia,Victoria",2018-04,17.069715116666664
2116,"South Australia,Victoria",2018-05,12.682841348387097
2117,"South Australia,Victoria",2018-06,9.17940289
2118,"South Australia,Victoria",2018-07,9.662108946774193
2119,"South Australia,Victoria",2018-08,10.146315787096775
2120,"South Australia,Victoria",2018-09,11.399923491666668
2121,"South Australia,Victoria",2018-10,15.676994467741936
2122,"South Australia,Victoria",2018-11,16.428291416666667
2123,"South Australia,Victoria",2018-12,20.912814370967745
2124,"South Australia,Victoria",2019-01,23.329245629032258
2125,"South Australia,Victoria",2019-02,20.797830035714288
2126,"South Australia,Victoria",2019-03,18.9643265
2127,"South Australia,Victoria",2019-04,16.110374941666667
2128,"South Australia,Victoria",2019-05,12.276793103225806
2129,"South Australia,Victoria",2019-06,9.85888196
2130,"South Australia,Victoria",2019-07,10.51362095967742
2131,"South Australia,Victoria",2019-08,9.591174806451612
2132,"South Australia,Victoria",2019-09,11.432215108333335
2133,"South Australia,Victoria",2019-10,15.461671806451612
2134,"South Australia,Victoria",2019-11,15.401242958333334
2135,"South Australia,Victoria",2019-12,21.32497837096774
2136,"South Australia,Victoria",2020-01,21.185831806451613
2137,"South Australia,Victoria",2020-02,19.716890396551726
2138,"South Australia,Victoria",2020-03,18.37588558870968
2139,"South Australia,Victoria",2020-04,14.459090091666667
2140,"South Australia,Victoria",2020-05,11.18744489516129
2141,"South Australia,Victoria",2020-06,9.39388194
2142,"South Australia,Victoria",2020-07,8.977196285483872
2143,"South Australia,Victoria",2020-08,9.681194856451613
2144,"South Australia,Victoria",2020-09,12.989229013333333
2145,"South Australia,Victoria",2020-10,14.039158427419355
2146,"South Australia,Victoria",2020-11,19.343465074999997
2147,"South Australia,Victoria",2020-12,17.997290112903226
2148,"South Australia,Victoria",2021-01,20.90948780645161
2149,"South Australia,Victoria",2021-02,19.9065355
2150,"South Australia,Victoria",2021-03,17.966947419354838
2151,"South Australia,Victoria",2021-04,15.264819249999999
2152,"South Australia,Victoria",2021-05,12.273466393548388
2153,"South Australia,Victoria",2021-06,10.722111176666665
2154,"South Australia,Victoria",2021-07,9.210092848387097
2155,"South Australia,Victoria",2021-08,10.883076717741934
2156,"South Australia,Victoria",2021-09,12.540305558333333
2157,"South Australia,Victoria",2021-10,13.13640314516129
2158,"South Australia,Victoria",2021-11,16.12002753333333
2159,"South Australia,Victoria",2021-12,19.569635532258065
2160,"South Australia,Victoria",2022-01,23.93304280645161
2161,"South Australia,Victoria",2022-02,21.021974446428572
2162,"South Australia,Victoria",2022-03,18.89325769354839
2163,"South Australia,Victoria",2022-04,16.386451233333336
2164,"South Australia,Victoria",2022-05,11.971685517741935
2165,"South Australia,Victoria",2022-06,9.916972316666666
2166,"South Australia,Victoria",2022-07,9.104985290322581
2167,"South Australia,Victoria",2022-08,10.44356054516129
2168,"South Australia,Victoria",2022-09,11.352875066666666
2169,"South Australia,Victoria",2022-10,14.089460903225806
2170,"South Australia,Victoria",2022-11,14.995409616666667
2171,"South Australia,Victoria",2022-12,18.49517312903226
2172,"South Australia,Victoria",2023-01,21.361974241935485
2173,"South Australia,Victoria",2023-02,20.29548638392857
2174,"South Australia,Victoria",2023-03,17.532538806451612
2175,"South Australia,Victoria",2023-04,14.876694275
2176,"South Australia,Victoria",2023-05,11.618795770967742
2177,"South Australia,Victoria",2023-06,10.977180601666667
2178,"South Australia,Victoria",2023-07,9.919568559677419
2179,"South Australia,Victoria",2023-08,10.701020212903227
2180,"South Australia,Victoria",2023-09,13.819229080000001
2181,"South Australia,Victoria",2023-10,13.947021314516128
2182,"South Australia,Victoria",2023-11,17.403569233333332
2183,"South Australia,Victoria",2023-12,18.83519327419355
2184,"South Australia,Western Australia",2010-01,26.674181741935485
2185,"South Australia,Western Australia",2010-02,26.90668978571429
2186,"South Australia,Western Australia",2010-03,23.794814129032257
2187,"South Australia,Western Australia",2010-04,20.444666466666668
2188,"South Australia,Western Australia",2010-05,16.44011012903226
2189,"South Australia,Western Australia",2010-06,12.133208266666665
2190,"South Australia,Western Australia",2010-07,11.26262370967742
2191,"South Australia,Western Australia",2010-08,12.39877964516129
2192,"South Australia,Western Australia",2010-09,13.537652766666668
2193,"South Australia,Western Australia",2010-10,17.997435096774193
2194,"South Australia,Western Australia",2010-11,20.056471900000002
2195,"South Australia,Western Australia",2010-12,23.0511984516129
2196,"South Australia,Western Australia",2011-01,26.861009967741936
2197,"South Australia,Western Australia",2011-02,22.621942714285716
2198,"South Australia,Western Australia",2011-03,20.58023061290323
2199,"South Australia,Western Australia",2011-04,19.130221833333334
2200,"South Australia,Western Australia",2011-05,14.087152967741936
2201,"South Australia,Western Australia",2011-06,13.2673748
2202,"South Australia,Western Australia",2011-07,12.818335903225806
2203,"South Australia,Western Australia",2011-08,14.758322483870968
2204,"South Australia,Western Australia",2011-09,17.491472066666667
2205,"South Australia,Western Australia",2011-10,19.610674258064517
2206,"South Australia,Western Australia",2011-11,22.71167996666667
2207,"South Australia,Western Australia",2011-12,24.25818748387097
2208,"South Australia,Western Australia",2012-01,24.693335387096774
2209,"South Australia,Western Australia",2012-02,23.74975220689655
2210,"South Australia,Western Australia",2012-03,22.418267935483872
2211,"South Australia,Western Australia",2012-04,20.6614717
2212,"South Australia,Western Australia",2012-05,15.129088387096774
2213,"South Australia,Western Australia",2012-06,12.4606388
2214,"South Australia,Western Australia",2012-07,11.068940870967742
2215,"South Australia,Western Australia",2012-08,13.87969329032258
2216,"South Australia,Western Australia",2012-09,17.838555066666668
2217,"South Australia,Western Australia",2012-10,20.79709887096774
2218,"South Australia,Western Australia",2012-11,23.468555033333335
2219,"South Australia,Western Australia",2012-12,24.78204509677419
2220,"South Australia,Western Australia",2013-01,26.081171516129032
2221,"South Australia,Western Australia",2013-02,25.09932375
2222,"South Australia,Western Australia",2013-03,24.17707177419355
2223,"South Australia,Western Australia",2013-04,21.307235266666666
2224,"South Australia,Western Australia",2013-05,17.96174958064516
2225,"South Australia,Western Australia",2013-06,12.846125033333333
2226,"South Australia,Western Australia",2013-07,12.453080774193548
2227,"South Australia,Western Australia",2013-08,15.324115419354838
2228,"South Australia,Western Australia",2013-09,19.649388666666667
2229,"South Australia,Western Australia",2013-10,20.7241825483871
2230,"South Australia,Western Australia",2013-11,22.013207966666666
2231,"South Australia,Western Australia",2013-12,24.945889290322583
2232,"South Australia,Western Australia",2014-01,26.790243516129035
2233,"South Australia,Western Australia",2014-02,24.713535035714283
2234,"South Australia,Western Australia",2014-03,23.020150129032256
2235,"South Australia,Western Australia",2014-04,19.460568733333332
2236,"South Australia,Western Australia",2014-05,17.556037161290323
2237,"South Australia,Western Australia",2014-06,12.376055566666668
2238,"South Australia,Western Australia",2014-07,12.265715193548386
2239,"South Australia,Western Australia",2014-08,13.886481258064515
2240,"South Australia,Western Australia",2014-09,17.824596566666667
2241,"South Australia,Western Australia",2014-10,22.52102370967742
2242,"South Australia,Western Australia",2014-11,23.46418003333333
2243,"South Australia,Western Australia",2014-12,23.330835290322582
2244,"South Australia,Western Australia",2015-01,24.19864464516129
2245,"South Australia,Western Australia",2015-02,26.584814892857143
2246,"South Australia,Western Australia",2015-03,22.160875516129035
2247,"South Australia,Western Australia",2015-04,16.975777100000002
2248,"South Australia,Western Australia",2015-05,14.716655741935483
2249,"South Australia,Western Australia",2015-06,12.860361399999999
2250,"South Australia,Western Australia",2015-07,12.236481193548387
2251,"South Australia,Western Australia",2015-08,13.636481032258065
2252,"South Australia,Western Australia",2015-09,16.60265233333333
2253,"South Australia,Western Australia",2015-10,23.503416032258066
2254,"South Australia,Western Australia",2015-11,22.99417983333333
2255,"South Australia,Western Australia",2015-12,26.257380967741938
2256,"South Australia,Western Australia",2016-01,25.25946425806452
2257,"South Australia,Western Australia",2016-02,22.822597034482758
2258,"South Australia,Western Australia",2016-03,22.66027058064516
2259,"South Australia,Western Australia",2016-04,19.19702746666667
2260,"South Australia,Western Australia",2016-05,16.487892064516128
2261,"South Australia,Western Australia",2016-06,12.610083466666667
2262,"South Australia,Western Australia",2016-07,11.676535064516129
2263,"South Australia,Western Australia",2016-08,13.302206838709676
2264,"South Australia,Western Australia",2016-09,14.176611133333333
2265,"South Australia,Western Australia",2016-10,18.930499483870967
2266,"South Australia,Western Australia",2016-11,20.696888466666667
2267,"South Australia,Western Australia",2016-12,23.763193096774195
2268,"South Australia,Western Australia",2017-01,23.78238990322581
2269,"South Australia,Western Australia",2017-02,23.135750357142857
2270,"South Australia,Western Australia",2017-03,22.858128967741933
2271,"South Australia,Western Australia",2017-04,18.758944766666666
2272,"South Australia,Western Australia",2017-05,15.462228516129032
2273,"South Australia,Western Australia",2017-06,12.163736333333333
2274,"South Australia,Western Australia",2017-07,12.762564774193548
2275,"South Australia,Western Australia",2017-08,14.404231451612905
2276,"South Australia,Western Australia",2017-09,17.291514099999997
2277,"South Australia,Western Australia",2017-10,19.640790451612904
2278,"South Australia,Western Australia",2017-11,22.1547085
2279,"South Australia,Western Australia",2017-12,23.925198967741938
2280,"South Australia,Western Australia",2018-01,25.942268322580645
2281,"South Australia,Western Australia",2018-02,24.819157571428573
2282,"South Australia,Western Australia",2018-03,22.610682741935484
2283,"South Australia,Western Australia",2018-04,21.814361266666666
2284,"South Australia,Western Australia",2018-05,15.15093829032258
2285,"South Australia,Western Australia",2018-06,12.2813753
2286,"South Australia,Western Australia",2018-07,13.398720677419355
2287,"South Australia,Western Australia",2018-08,13.699863193548387
2288,"South Australia,Western Australia",2018-09,16.731236366666668
2289,"South Australia,Western Australia",2018-10,20.057053677419354
2290,"South Australia,Western Australia",2018-11,21.167069766666668
2291,"South Australia,Western Australia",2018-12,24.62842493548387
2292,"South Australia,Western Australia",2019-01,26.53433835483871
2293,"South Australia,Western Australia",2019-02,25.210228892857142
2294,"South Australia,Western Australia",2019-03,22.8277525483871
2295,"South Australia,Western Australia",2019-04,20.315403066666665
2296,"South Australia,Western Australia",2019-05,14.907322774193549
2297,"South Australia,Western Australia",2019-06,11.9476253
2298,"South Australia,Western Australia",2019-07,12.615723258064516
2299,"South Australia,Western Australia",2019-08,13.375871193548388
2300,"South Australia,Western Australia",2019-09,18.5801947
2301,"South Australia,Western Australia",2019-10,22.730172225806452
2302,"South Australia,Western Australia",2019-11,21.085610966666664
2303,"South Australia,Western Australia",2019-12,27.50147541935484
2304,"South Australia,Western Australia",2020-01,23.99838464516129
2305,"South Australia,Western Australia",2020-02,23.93675572413793
2306,"South Australia,Western Australia",2020-03,22.19441935483871
2307,"South Australia,Western Australia",2020-04,19.6424171
2308,"South Australia,Western Australia",2020-05,14.617
2309,"South Australia,Western Australia",2020-06,13.095402933333334
2310,"South Australia,Western Australia",2020-07,12.796234161290323
2311,"South Australia,Western Australia",2020-08,14.457457161290323
2312,"South Australia,Western Australia",2020-09,17.611444600000002
2313,"South Australia,Western Australia",2020-10,19.138371129032258
2314,"South Australia,Western Australia",2020-11,24.666305266666665
2315,"South Australia,Western Australia",2020-12,21.456381870967743
2316,"South Australia,Western Australia",2021-01,23.31955358064516
2317,"South Australia,Western Australia",2021-02,23.075854
2318,"South Australia,Western Australia",2021-03,22.52022619354839
2319,"South Australia,Western Australia",2021-04,20.488458233333333
2320,"South Australia,Western Australia",2021-05,15.435750387096775
2321,"South Australia,Western Australia",2021-06,12.316236333333334
2322,"South Australia,Western Australia",2021-07,12.78279306451613
2323,"South Australia,Western Australia",2021-08,14.008263677419354
2324,"South Australia,Western Australia",2021-09,17.0256809
2325,"South Australia,Western Australia",2021-10,18.931717741935483
2326,"South Australia,Western Australia",2021-11,18.573736266666668
2327,"South Australia,Western Australia",2021-12,22.442739
2328,"South Australia,Western Australia",2022-01,23.261220612903227
2329,"South Australia,Western Australia",2022-02,22.931955428571428
2330,"South Australia,Western Australia",2022-03,22.617470258064515
2331,"South Australia,Western Australia",2022-04,20.25977783333333
2332,"South Australia,Western Australia",2022-05,15.061422193548387
2333,"South Australia,Western Australia",2022-06,12.432833633333333
2334,"South Australia,Western Australia",2022-07,11.77069640967742
2335,"South Australia,Western Australia",2022-08,12.752349580645161
2336,"South Australia,Western Australia",2022-09,15.272486366666667
2337,"South Australia,Western Australia",2022-10,17.295360387096775
2338,"South Australia,Western Australia",2022-11,20.529430766666668
2339,"South Australia,Western Australia",2022-12,23.960145258064514
2340,"South Australia,Western Australia",2023-01,23.93279270967742
2341,"South Australia,Western Australia",2023-02,25.340065000000003
2342,"South Australia,Western Australia",2023-03,22.543814612903226
2343,"South Australia,Western Australia",2023-04,18.7958889
2344,"South Australia,Western Australia",2023-05,14.858734032258065
2345,"South Australia,Western Australia",2023-06,12.1178335
2346,"South Australia,Western Australia",2023-07,12.681381838709678
2347,"South Australia,Western Australia",2023-08,15.179365870967741
2348,"South Australia,Western Australia",2023-09,19.706028
2349,"South Australia,Western Australia",2023-10,18.779500161290322
2350,"South Australia,Western Australia",2023-11,20.846028033333333
2351,"South Australia,Western Australia",2023-12,22.708599774193548
2352,Tasmania,2010-01,15.584840675883257
2353,Tasmania,2010-02,16.699598447619046
2354,Tasmania,2010-03,15.591989940655402
2355,Tasmania,2010-04,13.10223143888889
2356,Tasmania,2010-05,9.917226760742446
2357,Tasmania,2010-06,7.960752179201059
2358,Tasmania,2010-07,8.010834886543778
2359,Tasmania,2010-08,7.549259761199693
2360,Tasmania,2010-09,8.278687592407408
2361,Tasmania,2010-10,10.635233229054789
2362,Tasmania,2010-11,12.526568985608467
2363,Tasmania,2010-12,13.313293698515105
2364,Tasmania,2011-01,15.689649516487455
2365,Tasmania,2011-02,14.572832821995464
2366,Tasmania,2011-03,13.438647861351766
2367,Tasmania,2011-04,12.005910916772487
2368,Tasmania,2011-05,8.915740810272913
2369,Tasmania,2011-06,8.192391306087249
2370,Tasmania,2011-07,7.1060698139923195
2371,Tasmania,2011-08,9.421979074126984
2372,Tasmania,2011-09,9.22455068252381
2373,Tasmania,2011-10,10.481090043384537
2374,Tasmania,2011-11,12.97749270121693
2375,Tasmania,2011-12,14.286078082386071
2376,Tasmania,2012-01,16.143172938965694
2377,Tasmania,2012-02,16.04651489200876
2378,Tasmania,2012-03,14.002640202964669
2379,Tasmania,2012-04,12.739203474005292
2380,Tasmania,2012-05,9.967101957469534
2381,Tasmania,2012-06,7.849658702677249
2382,Tasmania,2012-07,7.597930594849155
2383,Tasmania,2012-08,7.61833405218894
2384,Tasmania,2012-09,9.065004822756613
2385,Tasmania,2012-10,10.316658190256017
2386,Tasmania,2012-11,12.999842738201059
2387,Tasmania,2012-12,14.057832021454173
2388,Tasmania,2013-01,15.713717185970301
2389,Tasmania,2013-02,16.517846519217688
2390,Tasmania,2013-03,16.13851130112647
2391,Tasmania,2013-04,11.718944420195767
2392,Tasmania,2013-05,10.016380838084997
2393,Tasmania,2013-06,8.480582427385185
2394,Tasmania,2013-07,8.401121193669892
2395,Tasmania,2013-08,8.18539862001485
2396,Tasmania,2013-09,10.031145681751322
2397,Tasmania,2013-10,10.189301777450076
2398,Tasmania,2013-11,11.566132449772486
2399,Tasmania,2013-12,13.865141273835125
2400,Tasmania,2014-01,15.952511135432669
2401,Tasmania,2014-02,16.17688022069161
2402,Tasmania,2014-03,15.08165220593958
2403,Tasmania,2014-04,12.22795785011111
2404,Tasmania,2014-05,10.720723521966207
2405,Tasmania,2014-06,9.075712503506878
2406,Tasmania,2014-07,8.346284621356887
2407,Tasmania,2014-08,8.378362403351767
2408,Tasmania,2014-09,9.75134521222222
2409,Tasmania,2014-10,10.914095897311828
2410,Tasmania,2014-11,12.300736712444445
2411,Tasmania,2014-12,14.134042763236048
2412,Tasmania,2015-01,15.298947181976446
2413,Tasmania,2015-02,16.31763629206349
2414,Tasmania,2015-03,12.97862694249872
2415,Tasmania,2015-04,11.166480797883597
2416,Tasmania,2015-05,9.136582675641066
2417,Tasmania,2015-06,7.877890642148149
2418,Tasmania,2015-07,6.9166944847337435
2419,Tasmania,2015-08,6.48698165030553
2420,Tasmania,2015-09,9.251818111306878
2421,Tasmania,2015-10,12.18586900143369
2422,Tasmania,2015-11,12.818074680925925
2423,Tasmania,2015-12,15.435836988735279
2424,Tasmania,2016-01,16.700828894521248
2425,Tasmania,2016-02,16.43913711855501
2426,Tasmania,2016-03,15.266192008858166
2427,Tasmania,2016-04,13.327634878042328
2428,Tasmania,2016-05,10.406341801915003
2429,Tasmania,2016-06,8.931459856858307
2430,Tasmania,2016-07,8.14251799459703
2431,Tasmania,2016-08,7.945170957917563
2432,Tasmania,2016-09,9.788592790667725
2433,Tasmania,2016-10,9.843627386736815
2434,Tasmania,2016-11,11.975798463174604
2435,Tasmania,2016-12,14.53224850250896
2436,Tasmania,2017-01,15.514454230824372
2437,Tasmania,2017-02,14.331496203741496
2438,Tasmania,2017-03,15.766813859037377
2439,Tasmania,2017-04,12.627087528460319
2440,Tasmania,2017-05,9.776235266011264
2441,Tasmania,2017-06,8.292937381708995
2442,Tasmania,2017-07,6.99391636662468
2443,Tasmania,2017-08,7.1000778394674855
2444,Tasmania,2017-09,8.040970915762435
